Time - Voltage	Amplitude - Voltage
1349	-2,05006
1350	-2,04931
1351	-2,04426
1352	-2,04351
1353	-2,03797
1354	-2,03723
1355	-2,03579
1356	-2,03506
1357	-2,03187
1358	-2,03115
1359	-2,02535
1360	-2,02466
1361	-2,01956
1362	-2,01886
1363	-2,01334
1364	-2,01268
1365	-2,00797
1366	-2,0073
1367	-2,00078
1368	-2,00013
1369	-1,99385
1370	-1,9932
1371	-1,98605
1372	-1,98544
1373	-1,98179
1374	-1,98119
1375	-1,9749
1376	-1,9743
1377	-1,96922
1378	-1,96861
1379	-1,96385
1380	-1,96321
1381	-1,95456
1382	-1,95394
1383	-1,94668
1384	-1,94608
1385	-1,94173
1386	-1,94113
1387	-1,93427
1388	-1,93371
1389	-1,92728
1390	-1,92673
1391	-1,91884
1392	-1,91829
1393	-1,91128
1394	-1,91074
1395	-1,90118
1396	-1,90063
1397	-1,89331
1398	-1,89276
1399	-1,88275
1400	-1,88221
1401	-1,87374
1402	-1,87319
1403	-1,86624
1404	-1,8657
1405	-1,85677
1406	-1,85624
1407	-1,84635
1408	-1,84583
1409	-1,83847
1410	-1,83793
1411	-1,82956
1412	-1,82902
1413	-1,81727
1414	-1,81673
1415	-1,80582
1416	-1,80527
1417	-1,7944
1418	-1,79387
1419	-1,7857
1420	-1,78517
1421	-1,77677
1422	-1,77621
1423	-1,7685
1424	-1,76792
1425	-1,75575
1426	-1,75521
1427	-1,74583
1428	-1,74535
1429	-1,73482
1430	-1,73419
1431	-1,72212
1432	-1,72156
1433	-1,71276
1434	-1,71219
1435	-1,70084
1436	-1,70026
1437	-1,68685
1438	-1,68628
1439	-1,67192
1440	-1,67136
1441	-1,65891
1442	-1,65835
1443	-1,64847
1444	-1,64789
1445	-1,63865
1446	-1,63808
1447	-1,63086
1448	-1,63032
1449	-1,618
1450	-1,61744
1451	-1,60824
1452	-1,60771
1453	-1,59799
1454	-1,59746
1455	-1,5837
1456	-1,58318
1457	-1,56937
1458	-1,56885
1459	-1,55601
1460	-1,55549
1461	-1,54409
1462	-1,54358
1463	-1,53464
1464	-1,53413
1465	-1,52562
1466	-1,52509
1467	-1,5178
1468	-1,51726
1469	-1,51181
1470	-1,51127
1471	-1,50625
1472	-1,50571
1473	-1,4965
1474	-1,49595
1475	-1,48642
1476	-1,48588
1477	-1,47522
1478	-1,47469
1479	-1,46634
1480	-1,46582
1481	-1,46016
1482	-1,45964
1483	-1,44851
1484	-1,44799
1485	-1,43727
1486	-1,43676
1487	-1,42782
1488	-1,42731
1489	-1,4174
1490	-1,41688
1491	-1,40907
1492	-1,40855
1493	-1,40035
1494	-1,39984
1495	-1,39529
1496	-1,39477
1497	-1,38637
1498	-1,38584
1499	-1,37822
1500	-1,37768
1501	-1,36731
1502	-1,36677
1503	-1,35555
1504	-1,35563
1505	-1,34332
1506	-1,34414
1507	-1,32949
1508	-1,33063
1509	-1,31948
1510	-1,32088
1511	-1,30803
1512	-1,30929
1513	-1,29911
1514	-1,30024
